link,headline,category,short_description,authors,date
https://www.huffingtonpost.com/entry/lesser-known-national-parks_us_5a3adce0e4b0b0e5a79f620c,8 Lesser-Known U.S. Natural Treasures To Visit In 2018,TRAVEL,"Trump is undermining the Interior Department, so check these out while you can.",Todd Van Luling,2018-01-12
https://www.huffpost.com/entry/best-buy-sued-for-sex-discrimination-retaliation_n_5f22cf94c5b656e9b0983c82,Former Best Buy Employee Details Horrific Sexual Harassment And Retaliation,BUSINESS,"As a member of the Geek Squad, harassment was constant, a former Best Buy employee says in a new lawsuit.",Emily Peck,2020-07-30
https://www.huffingtonpost.com/entry/global-fund-heineken-beer-girls_us_5abed42de4b055e50acdb239,International Health Group Drops Partnership With Heineken Over 'Beer Girls',BUSINESS,"Heineken needs to ""take appropriate action,"" said the group's director.",Mary Papenfuss,2018-03-31
https://www.huffpost.com/entry/anxiety-panic-attack-hungover_l_62bde9d7e4b00a9334e5ac5e,Why You Feel Hungover After An Anxiety Or Panic Attack,WELLNESS,This physical component of the mental health issue doesn't get enough attention. Here's why it happens and how to deal.,Julia Ries,2022-07-08
https://www.huffpost.com/entry/why-we-crave-touch-how-to-manage-without_l_5ebc1bf6c5b6270384a9a2d2,"Why We Crave Human Touch, And How To Manage Without It",WELLNESS,"We may not be able to hug friends and family for a while thanks to coronavirus, and that can have consequences on our mental health.",Rachel Moss,2020-05-13
https://www.huffpost.com/entry/items-doctors-never-travel-without_l_61f1817ce4b067cbfa176a0b,The Essential Items Doctors Never Travel Without,WELLNESS,"From eye masks to neck pillows, here's what health experts keep in their bags when they take a trip.",Anika Nayak,2022-01-27
https://www.huffpost.com/entry/bart-swings-belgium-gold_n_6210e270e4b060c5c1ecdf58,Speedskater Bart Swings Accomplishes An Olympics First For Belgium,SPORTS,The Belgian Ministry of Foreign Affairs congratulated the athlete for his feat.,Ron Dicker,2022-02-19
https://www.huffingtonpost.com/entry/jfk-airport-cat-pepper_us_5ae4ad42e4b04aa23f238b78,Rogue Cat Rescued After Hiding Out In New York Airport For Over A Week,TRAVEL,Pepper is safe and sound!,Hilary Hanson,2018-04-28
https://www.huffpost.com/entry/alabama-joe-nathan-james-jr-witness-skirt_n_62e41fcae4b07f83766f12fe,Alabama Official Told Reporter Her Skirt Was Too Short To Witness An Execution,POLITICS,"Ivana Hrynkiw was ultimately allowed to witness the killing of Joe Nathan James Jr., who was executed against the wishes of his victim’s family members.",Jessica Schulberg,2022-07-29
https://www.huffpost.com/entry/texas-gop-gov-greg-abbott-abortion-ad_n_62df1e1de4b0aad58d1e1df0,Political Ad Shows Doctor Asking Texas Gov. Greg Abbott If He'll Allow An Abortion,POLITICS,"After a brief conversation, the doctor hangs up the phone and tells the parents, “Yeah, that’s gonna be a no. Best of luck to you.”",David Moye,2022-07-25
https://www.huffpost.com/entry/joe-burrow-diamond-necklace_n_61f7e285e4b0061af261b46b,Joe Burrow Blasted For 'Distasteful' Joke About His Diamond Necklace,SPORTS,The Cincinnati Bengals quarterback took flak for lighthearted swagger after he led his team to a win over Kansas City and a berth in the Super Bowl.,Ron Dicker,2022-01-31
https://www.huffpost.com/entry/mikaela-shiffrin-barely-misses-medal-mixed-team_n_62121013e4b08ee35ee391bf,"Mikaela Shiffrin Barely Misses Medal In Mixed Team Event, Notes 'Special Feeling'",SPORTS,"The slumping U.S. ski star will leave the Beijing Winter Olympics without a medal but is ""optimistic.""",,2022-02-20
https://www.huffpost.com/entry/covid-rapid-test-swab-nose-throat_l_61cf6bbae4b0bcd219539517,Taking A COVID Rapid Test? You May Want To Swab Your Nose And Throat.,WELLNESS,Swabbing both areas when using an at-home test might give more accurate results in certain cases. Here's why and how to do it.,Julia Ries,2022-01-01
https://www.huffpost.com/entry/democrats-reconciliation-package-climate-provisions_n_62e2cecfe4b006483a9b8f8d,Democrats' Reconciliation Package The 'Biggest Climate Action In Human History',POLITICS,"The deal Democrats struck late Thursday includes a historic $369 billion in clean energy and climate investments, but also requires new oil and gas leasing.",Chris D'Angelo,2022-07-28
https://www.huffpost.com/entry/crist-friend-desantis-florida_n_63050414e4b052615d7567db,Charlie Crist Wins Chance To Take On Florida Gov. Ron DeSantis And His $132 Million,POLITICS,Crist is making his second run for governor as a Democrat after having served one term in the job as a Republican more than a decade ago.,S.V. Date,2022-08-24
https://www.huffpost.com/entry/kody-clemens-major-league-debut-detroit-tigers_n_6295eae2e4b05cfc269ea2e0,"Kody Clemens, Roger Clemens' Son, Set To Make Major League Debut With Detroit Tigers",SPORTS,"""I don't have to live up to what he did,"" Kody Clemens said of his pitching great pop after being called up from the minors.",,2022-05-31
https://www.huffpost.com/entry/irs-safety-review-conspiracy-theories_n_6305bc35e4b0f7df9bb4f3dc,IRS Launches Safety Review Amid Threats To Workers Linked To Conspiracy Theories,POLITICS,The Internal Revenue Service says it is conducting a comprehensive review of safety at its facilities.,"FATIMA HUSSEIN, AP",2022-08-24
https://www.huffingtonpost.com/entry/t-mobile-agrees-to-acquire-sprint-for-26-billion_us_5ae5fa33e4b02baed1bb3a43,T-Mobile Agrees To Acquire Sprint For $26 Billion,BUSINESS,U.S. regulators are expected to grill the companies on how they will price their combined wireless offerings.,"Greg Roumeliotis, Reuters",2018-04-29
https://www.huffpost.com/entry/kamila-valieva-practice-lighthearted_n_620509d9e4b0e224afc3767b,Russian Skating Star Is 'Lighthearted' At Practice Amid Threat Of Olympic Ban,SPORTS,"Kamila Valieva, who tested positive for a prohibited drug, may lose her team gold medal and a chance at an individual gold medal.",,2022-02-10
https://www.huffingtonpost.com/entry/health-insurer-cigna-to-buy-express-scripts-for-about-54-billion_us_5aa131fae4b0d4f5b66e066f,Health Insurer Cigna To Buy Express Scripts For About $54 Billion,BUSINESS,The combined company will be led by current Cigna Chief Executive Officer David Cordani.,"Ankur Banerjee, Reuters",2018-03-08
https://www.huffpost.com/entry/best-vitamin-monthly-subscription-services-of-2020_l_5f0dc3ffc5b63b8fc10ee474,The Best Vitamin Monthly Subscription Services Of 2020,WELLNESS,"If you're looking for grown-up vitamins, you might want to get one of these personalized vitamin subscriptions.",Ambar Pardilla,2020-07-14
